dataset,problem,n,m,nnz_a,nnz_p,clarabel_1e-4,clarabel_1e-6,cuopt_1e-4,cuopt_1e-5,cuopt_1e-6,highs_1e-4,highs_1e-6,osqp_1e-4,osqp_1e-5,osqp_1e-6,pdlp_1e-4,pdlp_1e-5,pdlp_1e-6,piqp_1e-4,piqp_1e-6,qtqp_cudss_1e-4,qtqp_cudss_1e-6,qtqp_cudss_1e-8,qtqp_mkl_1e-4,qtqp_mkl_1e-6,qtqp_mkl_1e-8,scs_cpu_1e-4,scs_cpu_1e-5,scs_cpu_1e-6,scs_cudss_1e-4,scs_cudss_1e-5,scs_cudss_1e-6,clarabel_1e-4_status,clarabel_1e-6_status,cuopt_1e-4_status,cuopt_1e-5_status,cuopt_1e-6_status,highs_1e-4_status,highs_1e-6_status,osqp_1e-4_status,osqp_1e-5_status,osqp_1e-6_status,pdlp_1e-4_status,pdlp_1e-5_status,pdlp_1e-6_status,piqp_1e-4_status,piqp_1e-6_status,qtqp_cudss_1e-4_status,qtqp_cudss_1e-6_status,qtqp_cudss_1e-8_status,qtqp_mkl_1e-4_status,qtqp_mkl_1e-6_status,qtqp_mkl_1e-8_status,scs_cpu_1e-4_status,scs_cpu_1e-5_status,scs_cpu_1e-6_status,scs_cudss_1e-4_status,scs_cudss_1e-5_status,scs_cudss_1e-6_status
kennington,cre-a,4067.0,7583.0,19054.0,0.0,0.09,0.1,0.41,0.6,0.39,0.11,0.11,0.28,1.1,2.16,1.1,1.63,2.48,0.05,0.06,11.37,1.95,2.0,0.22,0.34,0.37,0.51,0.9,0.58,6.25,1.29,0.81,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
kennington,cre-b,72447.0,82095.0,328542.0,0.0,20.29,22.03,0.9,1.25,1.18,1.72,1.64,4.05,29.84,69.1,21.09,53.39,164.49,6.27,7.91,6.52,5.66,7.32,5.15,8.02,8.91,11.13,13.17,14.91,18.38,12.91,9.75,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
kennington,cre-c,3678.0,6746.0,16922.0,0.0,0.1,0.11,0.37,0.57,0.39,0.09,0.09,0.25,1.53,2.97,0.63,3.86,4.32,0.05,0.06,2.13,2.05,2.11,0.24,0.36,0.41,0.42,0.48,0.39,1.67,1.44,0.79,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
kennington,cre-d,69980.0,78906.0,312626.0,0.0,16.77,19.17,0.62,0.95,1.28,0.92,0.83,4.23,13.51,75.22,14.11,39.13,134.32,5.06,6.45,6.17,5.22,7.07,7.17,11.23,12.22,9.85,11.74,10.93,12.56,11.12,7.16,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
kennington,ken-07,3602.0,6028.0,12006.0,0.0,0.06,0.07,0.33,0.48,0.35,0.05,0.05,0.13,0.35,0.79,0.24,0.48,0.56,0.02,0.02,2.02,2.39,1.85,0.2,0.3,0.29,34.45,36.19,30.58,53.16,34.26,23.44,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
kennington,ken-11,21349.0,36043.0,70407.0,0.0,0.58,0.58,,0.54,,0.36,0.35,11.75,27.79,48.58,2.15,4.37,5.92,0.17,0.2,2.51,2.52,3.0,0.95,1.68,2.01,300.4,300.37,300.45,300.52,300.88,300.53,optimal,optimal,worker_error,optimal,worker_error,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate
kennington,ken-13,42659.0,71291.0,139905.0,0.0,1.43,1.31,0.55,0.9,0.72,1.06,1.04,22.17,31.05,41.82,5.11,11.09,26.9,0.5,0.63,3.68,3.63,5.12,2.11,4.17,5.05,32.43,42.37,42.71,17.88,55.32,23.5,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
kennington,ken-18,154699.0,259826.0,512870.0,0.0,4.62,4.68,0.77,1.21,1.06,3.91,3.99,300.03,300.04,300.02,27.73,102.6,135.06,5.39,7.18,10.23,13.16,18.72,11.47,26.03,35.43,302.26,302.26,302.49,284.07,303.04,302.32,dual_infeasible,dual_infeasible,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,time_limit,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal
kennington,osa-07,23949.0,25067.0,167643.0,0.0,0.8,0.88,0.37,0.53,0.37,0.37,0.35,38.69,128.07,138.12,4.38,8.55,11.05,0.23,0.28,2.3,2.21,2.47,0.73,1.07,1.37,3.38,3.86,3.86,2.73,3.67,3.11,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
kennington,osa-14,52460.0,54797.0,367220.0,0.0,2.21,2.35,0.51,0.72,0.51,1.09,1.08,300.01,300.01,300.01,10.45,24.94,28.66,0.61,0.79,3.48,3.48,3.99,1.78,2.97,3.45,7.38,8.01,8.05,5.24,7.58,5.58,optimal,optimal,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,time_limit,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
kennington,osa-30,100024.0,104374.0,700162.0,0.0,6.07,5.5,0.77,1.11,1.05,3.84,4.14,300.01,300.02,300.01,36.52,75.63,97.55,1.72,2.14,6.47,5.36,7.33,4.13,5.9,7.7,19.36,20.09,20.28,12.96,22.91,16.94,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,time_limit,time_limit,time_limit,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
kennington,osa-60,232966.0,243246.0,1630759.0,0.0,30.72,22.55,1.56,2.56,1.43,17.04,16.76,129.88,300.03,300.03,93.65,185.0,300.62,3.31,4.5,12.72,12.91,18.57,11.05,19.51,21.04,75.88,88.33,90.52,54.27,82.29,66.07,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,time_limit,time_limit,optimal_inaccurate,optimal,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
kennington,pds-02,7535.0,10488.0,23925.0,0.0,0.22,0.22,0.45,0.68,0.42,0.14,0.15,36.42,46.96,39.63,0.59,0.76,0.99,0.07,0.09,1.91,1.98,2.1,0.28,0.48,0.6,1.24,1.24,1.23,1.2,2.0,1.51,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
kennington,pds-06,28655.0,38536.0,91179.0,0.0,14.21,13.89,0.72,0.95,0.77,0.48,0.49,300.0,300.01,300.01,4.72,5.34,6.66,2.49,3.11,3.08,3.57,5.98,1.57,3.32,4.32,7.98,20.02,25.71,4.98,30.1,19.82,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
kennington,pds-10,48763.0,65321.0,155199.0,0.0,33.64,32.93,0.87,1.16,0.94,0.85,0.84,300.01,300.01,300.01,6.84,8.59,10.9,14.32,17.91,5.17,5.42,8.46,4.8,9.89,13.3,14.25,199.96,300.82,9.09,75.32,300.92,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,time_limit,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
kennington,pds-20,105728.0,139602.0,335928.0,0.0,131.31,106.99,1.1,1.67,1.55,2.14,2.09,300.02,300.02,300.03,23.31,40.96,42.18,206.39,166.38,11.02,10.83,18.36,23.86,49.59,67.16,120.48,302.96,302.44,26.95,179.39,301.91,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,time_limit,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal
miplib_relax,30n20b8,18380.0,18956.0,128086.0,0.0,0.55,0.59,0.38,0.54,0.38,0.19,0.19,2.44,25.17,19.9,50.87,56.76,53.9,0.23,0.23,3.01,2.65,10.56,1.3,1.39,12.09,10.65,20.82,24.33,8.33,19.37,12.22,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,50v-10,2013.0,2246.0,4758.0,0.0,0.02,0.02,0.29,0.45,0.29,0.03,0.03,0.03,0.06,0.06,0.17,0.21,0.22,0.01,0.01,1.89,1.69,1.74,0.1,0.11,0.11,0.04,0.06,0.05,0.46,0.35,0.35,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,CMS750_4,11697.0,28078.0,56600.0,0.0,5.52,6.95,0.65,0.88,0.62,0.29,0.3,50.76,300.0,300.0,7.15,8.27,8.53,1.01,0.97,2.39,2.32,2.56,1.06,1.21,1.27,1.0,1.45,1.3,1.67,1.26,1.34,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,academictimetablesmall,28926.0,52220.0,297276.0,0.0,9.01,11.8,,0.66,0.54,2.8,2.77,7.39,12.13,17.45,2.41,3.73,2.62,10.34,10.34,4.07,3.41,153.94,4.16,4.33,49.97,0.88,1.67,1.43,1.4,1.18,1.21,optimal,optimal,worker_error,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,air05,7195.0,7621.0,59316.0,0.0,1.94,2.38,0.55,0.73,0.57,0.35,0.38,2.18,3.86,43.92,1.36,5.29,13.19,0.92,0.82,2.11,2.01,2.21,0.51,0.59,0.73,0.39,0.64,0.84,0.93,0.76,0.94,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,app1-1,2480.0,7406.0,20755.0,0.0,0.06,0.08,0.37,0.62,0.35,0.07,0.06,0.46,3.38,18.69,16.45,39.59,39.65,0.03,0.03,1.89,1.82,1.84,0.22,0.28,0.27,0.13,0.23,2.03,0.57,0.45,2.35,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,app1-2,26871.0,80338.0,226046.0,0.0,0.92,0.91,1.26,2.04,1.55,1.2,1.17,13.07,115.64,211.21,104.61,300.12,300.11,0.48,0.52,3.94,3.8,4.36,2.41,3.29,3.19,2.86,14.11,65.6,3.09,7.17,37.63,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,assign1-5-8,156.0,317.0,3876.0,0.0,0.02,0.03,0.32,0.5,0.31,0.02,0.03,0.04,0.09,0.08,0.02,0.03,0.03,0.01,0.01,7.74,1.55,7.4,0.04,0.05,0.05,0.01,0.02,0.02,0.45,0.3,0.33,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,atlanta-ip,48738.0,70470.0,306270.0,0.0,2.84,3.72,1.93,2.85,3.67,11.84,11.65,206.02,300.01,263.81,33.79,75.8,70.79,40.58,390.0,10.93,12.13,16.84,11.61,18.69,20.24,4.63,10.69,27.38,5.57,5.22,13.53,solver_error,solver_error,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,time_limit,optimal,optimal,optimal,optimal,optimal,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,b1c1s1,3872.0,7776.0,15280.0,0.0,0.63,0.84,0.47,0.62,0.46,0.07,0.07,8.44,17.28,61.52,0.69,3.23,5.77,0.14,0.14,2.11,1.93,1.96,0.34,0.36,0.41,0.22,0.39,0.41,0.78,0.7,0.82,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,bab2,147912.0,165157.0,2175638.0,0.0,122.44,140.85,3.53,6.69,6.24,151.35,40.43,300.03,300.05,300.03,300.54,300.52,300.48,45.47,43.6,25.06,23.63,33.88,39.33,56.12,56.77,62.19,102.55,97.23,33.16,35.03,44.6,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,bab6,114240.0,144144.0,1397421.0,0.0,80.95,91.75,1.91,4.67,4.12,42.54,20.85,21.34,300.02,300.02,103.55,300.43,300.37,18.03,17.47,14.57,13.08,18.32,17.02,25.26,26.36,30.03,45.32,122.75,26.87,20.26,34.23,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,time_limit,time_limit,optimal,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,beasleyC3,2500.0,4250.0,7500.0,0.0,0.02,0.03,0.41,0.51,0.36,0.02,0.03,0.03,0.11,0.14,0.1,0.11,0.13,0.02,0.01,2.04,2.05,1.7,0.13,0.16,0.15,0.08,0.11,0.1,0.63,0.37,0.42,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,binkar10_1,2298.0,3324.0,6794.0,0.0,0.03,0.04,0.4,0.51,0.38,0.02,0.03,0.3,1.58,3.63,0.8,1.17,1.49,0.03,0.02,2.9,2.03,1.75,0.1,0.16,0.17,0.1,0.16,0.25,0.69,0.56,0.54,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,blp-ar98,16021.0,17148.0,216621.0,0.0,0.64,0.84,0.37,0.63,0.35,0.22,0.3,21.65,300.0,300.0,64.86,82.24,86.69,0.36,0.36,4.75,2.83,2.55,0.98,1.34,1.48,5.31,7.83,7.53,7.67,5.53,6.54,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,blp-ic98,13640.0,14356.0,205586.0,0.0,0.55,0.74,0.36,0.52,0.35,0.2,0.27,14.39,300.0,300.0,54.36,69.86,71.95,0.45,0.31,2.37,2.4,2.5,1.02,1.34,1.35,4.58,6.23,5.85,4.94,3.81,2.89,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,bnatt400,3600.0,9214.0,25298.0,0.0,0.04,0.06,,0.57,0.41,0.06,0.12,0.03,0.05,0.05,0.06,0.06,0.06,0.03,0.03,1.72,1.75,1.77,0.23,0.33,0.27,0.09,0.13,0.12,0.65,0.42,0.41,optimal,optimal,worker_error,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,bnatt500,4500.0,11529.0,31703.0,0.0,0.07,0.1,0.4,0.56,0.45,0.08,0.21,0.07,0.1,0.1,0.08,0.08,0.09,0.05,0.05,1.82,1.74,1.72,0.29,0.36,0.35,0.11,0.15,0.15,0.67,0.41,0.43,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,bppc4-08,1456.0,1567.0,25420.0,0.0,0.04,0.06,0.32,0.43,0.32,0.04,0.05,0.02,0.03,0.02,0.36,1.24,1.63,0.03,0.03,1.72,1.61,1.53,0.11,0.12,0.14,0.03,0.05,0.04,0.51,0.32,0.31,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,brazil3,23968.0,38614.0,157152.0,0.0,5.86,6.21,0.57,0.71,0.57,300.01,15.59,300.01,300.01,300.0,10.03,11.59,10.84,1.81,1.83,3.42,2.96,3.65,2.12,2.42,2.94,1.04,1.48,1.38,1.87,1.16,1.14,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,time_limit,optimal,time_limit,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,buildingenergy,154978.0,432572.0,943947.0,0.0,8.97,12.89,1.26,1.93,3.05,171.34,119.24,300.03,300.06,300.03,300.79,300.81,300.77,4.39,3.87,14.74,18.7,42.26,13.71,30.52,50.36,116.06,123.88,131.92,88.55,68.99,85.8,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,cbs-cta,24793.0,34905.0,89181.0,0.0,0.51,0.65,0.64,0.85,0.61,0.19,0.21,2.45,3.84,2.75,1.7,9.25,10.32,0.22,0.22,10.31,14.08,19.49,8.35,16.9,15.84,0.31,0.34,0.39,0.8,0.54,0.59,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,chromaticindex1024-7,73728.0,141311.0,344052.0,0.0,1.02,1.33,0.83,1.43,0.84,28.59,67.94,0.45,0.6,0.54,3.12,4.49,3.6,0.81,0.85,4.58,3.68,4.54,4.43,5.03,4.81,1.5,1.82,1.89,2.55,2.22,2.23,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,chromaticindex512-7,36864.0,70655.0,172020.0,0.0,0.46,0.6,0.52,0.88,0.53,5.09,14.9,0.22,0.26,0.27,1.07,1.29,1.2,0.33,0.31,2.99,2.86,3.1,2.07,2.42,2.97,0.8,0.89,0.88,1.53,1.06,1.2,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,cmflsp50-24-8-8,16392.0,19912.0,175014.0,0.0,0.65,0.85,0.62,1.0,0.86,0.64,0.68,0.89,19.07,91.64,4.11,10.8,13.48,0.39,0.43,2.64,2.56,2.89,1.28,1.83,2.13,2.14,2.05,2.09,2.35,1.71,1.81,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,co-100,48417.0,50604.0,2044234.0,0.0,311.05,306.85,0.9,1.15,0.89,1.9,1.91,37.61,300.02,300.02,300.23,300.23,300.25,200.32,390.0,8.65,6.36,7.67,14.7,17.3,19.16,12.23,9.93,12.17,6.26,4.15,3.99,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,time_limit,time_limit,time_limit,optimal,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,cod105,1024.0,2048.0,58368.0,0.0,0.28,0.33,0.36,0.56,0.42,4.78,5.93,0.19,0.23,0.19,0.02,0.02,0.02,0.88,0.92,1.84,1.92,1.53,0.32,0.35,0.51,0.2,0.23,0.22,0.63,0.38,0.43,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,comp07-2idx,17264.0,38499.0,103841.0,0.0,6.19,6.08,0.91,1.1,0.9,1.38,1.45,6.44,7.84,8.49,0.23,0.24,0.26,2.93,3.03,3.29,2.69,2.98,1.78,2.07,2.07,0.96,1.02,0.97,1.5,1.31,1.05,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,comp21-2idx,10863.0,24901.0,68164.0,0.0,4.73,4.82,0.77,0.98,0.8,0.25,0.44,2.61,3.3,3.1,0.17,0.16,0.18,1.4,1.49,2.66,2.23,2.35,0.98,1.08,1.2,0.61,0.65,0.62,1.12,0.78,0.78,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,cost266-UUE,4161.0,5607.0,16473.0,0.0,0.04,0.06,0.5,0.65,0.5,0.05,0.05,9.82,12.35,9.3,0.98,4.46,6.21,0.04,0.04,1.75,1.76,1.84,0.2,0.24,0.27,0.2,0.28,0.26,0.78,0.54,0.55,optimal,optimal,optimal,optimal,optimal,optimal,optimal,primal_infeasible,primal_infeasible,primal_infeasible,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,cryptanalysiskb128n5obj14,48950.0,146971.0,341825.0,0.0,5.55,6.77,,1.05,,12.47,12.92,5.08,12.55,13.26,2.61,3.32,3.1,2.97,3.24,4.5,3.64,5.53,4.15,4.36,33.34,2.41,2.33,2.39,2.82,1.97,2.01,optimal,optimal,worker_error,optimal,worker_error,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,cryptanalysiskb128n5obj16,48950.0,146971.0,341825.0,0.0,5.3,6.62,0.81,0.99,,16.29,14.61,5.31,14.42,14.77,2.23,2.61,2.78,2.82,3.13,4.06,4.13,4.02,3.56,4.17,4.22,2.61,2.51,2.81,2.78,1.95,2.15,optimal,optimal,optimal,optimal,worker_error,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,csched007,1758.0,2109.0,8137.0,0.0,0.04,0.05,0.43,0.55,0.37,0.13,0.08,1.21,3.16,53.75,3.47,3.87,5.66,0.02,0.02,1.83,1.86,2.03,0.19,0.25,0.3,4.24,4.61,4.39,11.67,10.25,9.98,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,csched008,1536.0,1887.0,7223.0,0.0,0.03,0.04,0.44,0.54,0.41,0.05,0.06,0.06,0.13,0.12,0.47,1.25,2.13,0.02,0.02,1.7,1.72,1.59,0.11,0.13,0.12,0.1,0.12,0.11,0.76,0.5,0.49,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,cvs16r128-89,3472.0,8105.0,16000.0,0.0,0.45,0.53,0.42,0.58,0.43,3.07,2.51,0.48,1.0,5.63,0.04,0.05,0.05,0.08,0.09,1.77,1.7,1.57,0.21,0.25,0.26,0.14,0.13,0.13,0.64,0.39,0.42,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
